"Tarih","Saat","PTF (TL/MWh)","PTF (USD/MWh)","PTF (EUR/MWh)"
"13/02/2021","07:00","232,98","33,09","27,29"
"13/02/2021","08:00","239,12","33,96","28,01"
"13/02/2021","09:00","231,94","32,94","27,17"
"13/02/2021","10:00","249,50","35,44","29,22"
"13/02/2021","11:00","250,00","35,51","29,28"
"13/02/2021","12:00","267,13","37,94","31,29"
"13/02/2021","13:00","284,90","40,47","33,37"
"13/02/2021","14:00","264,90","37,63","31,03"
"13/02/2021","15:00","264,07","37,51","30,93"
"13/02/2021","16:00","299,00","42,47","35,02"
"13/02/2021","17:00","309,12","43,91","36,21"
"13/02/2021","18:00","316,70","44,98","37,10"
"13/02/2021","19:00","316,90","45,01","37,12"
"13/02/2021","20:00","313,75","44,56","36,75"
"13/02/2021","21:00","300,00","42,61","35,14"
"13/02/2021","22:00","277,03","39,35","32,45"
"13/02/2021","23:00","267,12","37,94","31,29"
"14/02/2021","00:00","308,99","44,04","36,36"
"14/02/2021","01:00","262,99","37,48","30,95"
"14/02/2021","02:00","230,99","32,92","27,18"
"14/02/2021","03:00","248,12","35,36","29,20"
"14/02/2021","04:00","228,91","32,63","26,94"
"14/02/2021","05:00","228,51","32,57","26,89"
"14/02/2021","06:00","228,58","32,58","26,90"
"14/02/2021","07:00","228,71","32,60","26,91"
"14/02/2021","08:00","200,00","28,51","23,54"
"14/02/2021","09:00","164,64","23,47","19,37"
"14/02/2021","10:00","228,39","32,55","26,88"
"14/02/2021","11:00","179,99","25,65","21,18"
"14/02/2021","12:00","228,06","32,50","26,84"
"14/02/2021","13:00","248,12","35,36","29,20"
"14/02/2021","14:00","230,98","32,92","27,18"
"14/02/2021","15:00","230,99","32,92","27,18"
"14/02/2021","16:00","230,99","32,92","27,18"
"14/02/2021","17:00","249,51","35,56","29,36"
"14/02/2021","18:00","299,99","42,76","35,30"
"14/02/2021","19:00","310,48","44,25","36,54"
"14/02/2021","20:00","307,99","43,90","36,24"
"14/02/2021","21:00","261,13","37,22","30,73"
"14/02/2021","22:00","248,13","35,37","29,20"
"14/02/2021","23:00","231,01","32,93","27,19"
"15/02/2021","00:00","294,58","41,99","34,67"
"15/02/2021","01:00","239,99","34,21","28,24"
"15/02/2021","02:00","148,26","21,13","17,45"
"15/02/2021","03:00","190,00","27,08","22,36"
"15/02/2021","04:00","180,00","25,65","21,18"
"15/02/2021","05:00","230,08","32,79","27,08"
"15/02/2021","06:00","232,98","33,21","27,42"
"15/02/2021","07:00","230,49","32,85","27,12"
"15/02/2021","08:00","313,06","44,62","36,84"
"15/02/2021","09:00","315,75","45,00","37,16"
"15/02/2021","10:00","317,88","45,31","37,41"
"15/02/2021","11:00","319,15","45,49","37,56"
"15/02/2021","12:00","315,05","44,90","37,07"
"15/02/2021","13:00","316,89","45,17","37,29"
"15/02/2021","14:00","317,32","45,23","37,34"
"15/02/2021","15:00","316,93","45,17","37,30"
"15/02/2021","16:00","318,80","45,44","37,52"
"15/02/2021","17:00","319,47","45,53","37,59"
"15/02/2021","18:00","320,65","45,70","37,73"
"15/02/2021","19:00","318,88","45,45","37,53"
"15/02/2021","20:00","314,66","44,85","37,03"
"15/02/2021","21:00","309,99","44,18","36,48"
"15/02/2021","22:00","285,12","40,64","33,55"
"15/02/2021","23:00","261,12","37,22","30,73"
"16/02/2021","00:00","308,99","44,04","36,36"
"16/02/2021","01:00","261,12","37,22","30,73"
"16/02/2021","02:00","235,01","33,50","27,66"
"16/02/2021","03:00","230,58","32,86","27,13"
"16/02/2021","04:00","239,99","34,21","28,24"
"16/02/2021","05:00","248,12","35,36","29,20"
"16/02/2021","06:00","261,00","37,20","30,71"
"16/02/2021","07:00","254,13","36,22","29,91"
"16/02/2021","08:00","315,92","45,03","37,18"
"16/02/2021","09:00","317,20","45,21","37,33"
"16/02/2021","10:00","319,51","45,54","37,60"
"16/02/2021","11:00","322,73","46,00","37,98"
"16/02/2021","12:00","319,45","45,53","37,59"
"16/02/2021","13:00","319,64","45,56","37,61"
"16/02/2021","14:00","322,13","45,91","37,91"
"16/02/2021","15:00","321,74","45,86","37,86"
"16/02/2021","16:00","320,32","45,65","37,69"
"16/02/2021","17:00","321,96","45,89","37,89"
"16/02/2021","18:00","321,80","45,87","37,87"
"16/02/2021","19:00","317,13","45,20","37,32"
"16/02/2021","20:00","312,55","44,55","36,78"
"16/02/2021","21:00","284,03","40,48","33,42"
"16/02/2021","22:00","283,57","40,42","33,37"
"16/02/2021","23:00","261,12","37,22","30,73"
"17/02/2021","00:00","304,89","43,73","36,04"
"17/02/2021","01:00","224,98","32,27","26,59"
"17/02/2021","02:00","225,01","32,27","26,59"
"17/02/2021","03:00","224,28","32,17","26,51"
"17/02/2021","04:00","224,00","32,13","26,48"
"17/02/2021","05:00","224,87","32,25","26,58"
"17/02/2021","06:00","292,00","41,88","34,51"
"17/02/2021","07:00","281,84","40,42","33,31"
"17/02/2021","08:00","313,83","45,01","37,09"
"17/02/2021","09:00","314,26","45,07","37,14"
"17/02/2021","10:00","318,15","45,63","37,60"
"17/02/2021","11:00","320,13","45,91","37,84"
"17/02/2021","12:00","318,58","45,69","37,65"
"17/02/2021","13:00","320,00","45,90","37,82"
"17/02/2021","14:00","322,09","46,19","38,07"
"17/02/2021","15:00","322,01","46,18","38,06"
"17/02/2021","16:00","323,06","46,33","38,18"
"17/02/2021","17:00","326,52","46,83","38,59"
"17/02/2021","18:00","328,84","47,16","38,87"
"17/02/2021","19:00","327,45","46,96","38,70"
"17/02/2021","20:00","321,45","46,10","37,99"
"17/02/2021","21:00","319,03","45,76","37,71"
"17/02/2021","22:00","314,45","45,10","37,17"
"17/02/2021","23:00","310,96","44,60","36,75"
"18/02/2021","00:00","284,02","41,07","33,80"
"18/02/2021","01:00","313,00","45,26","37,25"
"18/02/2021","02:00","310,05","44,84","36,90"
"18/02/2021","03:00","238,00","34,42","28,32"
"18/02/2021","04:00","239,12","34,58","28,46"
"18/02/2021","05:00","239,13","34,58","28,46"
"18/02/2021","06:00","310,01","44,83","36,89"
"18/02/2021","07:00","314,11","45,42","37,38"
"18/02/2021","08:00","320,39","46,33","38,13"
"18/02/2021","09:00","326,67","47,24","38,88"
"18/02/2021","10:00","327,26","47,33","38,95"
"18/02/2021","11:00","328,62","47,52","39,11"
"18/02/2021","12:00","323,75","46,82","38,53"
"18/02/2021","13:00","325,13","47,02","38,69"
"18/02/2021","14:00","327,68","47,39","39,00"
"18/02/2021","15:00","329,23","47,61","39,18"
"18/02/2021","16:00","331,04","47,87","39,40"
"18/02/2021","17:00","334,77","48,41","39,84"
"18/02/2021","18:00","335,00","48,45","39,87"
"18/02/2021","19:00","334,49","48,37","39,81"
"18/02/2021","20:00","328,00","47,43","39,04"
"18/02/2021","21:00","319,52","46,21","38,03"
"18/02/2021","22:00","315,39","45,61","37,53"
"18/02/2021","23:00","310,24","44,86","36,92"
"19/02/2021","00:00","312,17","44,57","36,92"
"19/02/2021","01:00","315,01","44,98","37,25"
"19/02/2021","02:00","311,91","44,53","36,89"
"19/02/2021","03:00","310,00","44,26","36,66"
"19/02/2021","04:00","309,99","44,26","36,66"
"19/02/2021","05:00","309,99","44,26","36,66"
"19/02/2021","06:00","311,14","44,42","36,80"
"19/02/2021","07:00","314,44","44,89","37,19"
"19/02/2021","08:00","321,44","45,89","38,01"
"19/02/2021","09:00","323,61","46,20","38,27"
"19/02/2021","10:00","322,08","45,99","38,09"
"19/02/2021","11:00","320,00","45,69","37,84"
"19/02/2021","12:00","312,43","44,61","36,95"
"19/02/2021","13:00","310,03","44,26","36,66"
"19/02/2021","14:00","316,00","45,12","37,37"
"19/02/2021","15:00","315,41","45,03","37,30"
"19/02/2021","16:00","316,39","45,17","37,42"
"19/02/2021","17:00","319,64","45,64","37,80"
"19/02/2021","18:00","320,00","45,69","37,84"
"19/02/2021","19:00","319,99","45,69","37,84"
"19/02/2021","20:00","316,96","45,25","37,48"
"19/02/2021","21:00","314,20","44,86","37,16"
"19/02/2021","22:00","310,71","44,36","36,75"
"19/02/2021","23:00","279,11","39,85","33,01"
"20/02/2021","00:00","317,02","45,60","37,80"
"20/02/2021","01:00","316,83","45,57","37,78"
"20/02/2021","02:00","312,85","45,00","37,30"
"20/02/2021","03:00","310,80","44,70","37,06"
"20/02/2021","04:00","310,00","44,59","36,96"
"20/02/2021","05:00","310,00","44,59","36,96"
"20/02/2021","06:00","310,44","44,65","37,02"
"20/02/2021","07:00","310,96","44,73","37,08"
"20/02/2021","08:00","312,30","44,92","37,24"
"20/02/2021","09:00","310,00","44,59","36,96"
"20/02/2021","10:00","310,00","44,59","36,96"
"20/02/2021","11:00","310,00","44,59","36,96"
"20/02/2021","12:00","289,68","41,66","34,54"
"20/02/2021","13:00","309,99","44,59","36,96"
"20/02/2021","14:00","310,79","44,70","37,06"
"20/02/2021","15:00","311,66","44,83","37,16"
"20/02/2021","16:00","314,02","45,17","37,44"
"20/02/2021","17:00","320,00","46,03","38,16"
"20/02/2021","18:00","326,44","46,95","38,92"
"20/02/2021","19:00","326,70","46,99","38,95"
"20/02/2021","20:00","325,00","46,74","38,75"
"20/02/2021","21:00","320,00","46,03","38,16"
"20/02/2021","22:00","317,64","45,69","37,87"
"20/02/2021","23:00","312,38","44,93","37,25"
"21/02/2021","00:00","309,00","44,39","36,61"
"21/02/2021","01:00","311,20","44,71","36,87"
"21/02/2021","02:00","309,99","44,53","36,73"
"21/02/2021","03:00","264,99","38,07","31,39"
"21/02/2021","04:00","275,00","39,51","32,58"
"21/02/2021","05:00","260,01","37,35","30,80"
"21/02/2021","06:00","254,11","36,50","30,11"
"21/02/2021","07:00","280,04","40,23","33,18"
"21/02/2021","08:00","237,82","34,16","28,18"
"21/02/2021","09:00","150,00","21,55","17,77"
"21/02/2021","10:00","177,00","25,43","20,97"
"21/02/2021","11:00","237,34","34,10","28,12"
"21/02/2021","12:00","200,01","28,73","23,70"
"21/02/2021","13:00","237,68","34,14","28,16"
"21/02/2021","14:00","261,13","37,51","30,94"
"21/02/2021","15:00","237,70","34,15","28,16"
"21/02/2021","16:00","237,26","34,08","28,11"
"21/02/2021","17:00","309,00","44,39","36,61"
"21/02/2021","18:00","318,69","45,78","37,76"
"21/02/2021","19:00","320,55","46,05","37,98"
"21/02/2021","20:00","319,51","45,90","37,85"
"21/02/2021","21:00","317,19","45,57","37,58"
"21/02/2021","22:00","316,73","45,50","37,52"
"21/02/2021","23:00","314,31","45,15","37,24"
"22/02/2021","00:00","309,00","44,39","36,61"
"22/02/2021","01:00","297,99","42,81","35,30"
"22/02/2021","02:00","255,01","36,63","30,21"
"22/02/2021","03:00","237,64","34,14","28,15"
"22/02/2021","04:00","240,00","34,48","28,43"
"22/02/2021","05:00","254,11","36,50","30,11"
"22/02/2021","06:00","311,45","44,74","36,90"
"22/02/2021","07:00","311,39","44,73","36,89"
"22/02/2021","08:00","317,08","45,55","37,57"
"22/02/2021","09:00","315,00","45,25","37,32"
"22/02/2021","10:00","313,52","45,04","37,14"
"22/02/2021","11:00","313,25","45,00","37,11"
"22/02/2021","12:00","280,00","40,22","33,17"
"22/02/2021","13:00","289,67","41,61","34,32"
"22/02/2021","14:00","310,84","44,65","36,83"
"22/02/2021","15:00","312,49","44,89","37,02"
"22/02/2021","16:00","315,45","45,32","37,37"
"22/02/2021","17:00","319,86","45,95","37,89"
"22/02/2021","18:00","322,11","46,27","38,16"
"22/02/2021","19:00","321,38","46,17","38,08"
"22/02/2021","20:00","320,11","45,99","37,92"
"22/02/2021","21:00","314,99","45,25","37,32"
"22/02/2021","22:00","312,41","44,88","37,01"
"22/02/2021","23:00","290,01","41,66","34,36"
"23/02/2021","00:00","313,43","45,03","37,13"
"23/02/2021","01:00","315,78","45,36","37,41"
"23/02/2021","02:00","313,83","45,08","37,18"
"23/02/2021","03:00","311,56","44,76","36,91"
"23/02/2021","04:00","311,80","44,79","36,94"
"23/02/2021","05:00","312,45","44,89","37,02"
"23/02/2021","06:00","314,44","45,17","37,25"
"23/02/2021","07:00","315,20","45,28","37,34"
"23/02/2021","08:00","322,39","46,31","38,19"
"23/02/2021","09:00","324,79","46,66","38,48"
"23/02/2021","10:00","320,96","46,11","38,03"
"23/02/2021","11:00","322,05","46,26","38,15"
"23/02/2021","12:00","315,43","45,31","37,37"
"23/02/2021","13:00","314,24","45,14","37,23"
"23/02/2021","14:00","316,06","45,40","37,44"
"23/02/2021","15:00","317,09","45,55","37,57"
"23/02/2021","16:00","317,83","45,66","37,65"
"23/02/2021","17:00","322,27","46,30","38,18"
"23/02/2021","18:00","324,86","46,67","38,49"
"23/02/2021","19:00","324,70","46,64","38,47"
"23/02/2021","20:00","319,56","45,91","37,86"
"23/02/2021","21:00","315,38","45,31","37,36"
"23/02/2021","22:00","313,28","45,00","37,12"
"23/02/2021","23:00","309,00","44,39","36,61"
"24/02/2021","00:00","310,21","44,35","36,60"
"24/02/2021","01:00","313,93","44,89","37,04"
"24/02/2021","02:00","310,57","44,41","36,65"
"24/02/2021","03:00","249,98","35,74","29,50"
"24/02/2021","04:00","238,08","34,04","28,09"
"24/02/2021","05:00","238,08","34,04","28,09"
"24/02/2021","06:00","310,54","44,40","36,64"
"24/02/2021","07:00","311,43","44,53","36,75"
"24/02/2021","08:00","319,01","45,61","37,64"
"24/02/2021","09:00","319,99","45,75","37,76"
"24/02/2021","10:00","319,36","45,66","37,68"
"24/02/2021","11:00","319,08","45,62","37,65"
"24/02/2021","12:00","310,39","44,38","36,62"
"24/02/2021","13:00","307,01","43,90","36,23"
"24/02/2021","14:00","307,01","43,90","36,23"
"24/02/2021","15:00","307,00","43,89","36,22"
"24/02/2021","16:00","310,57","44,41","36,65"
"24/02/2021","17:00","316,35","45,23","37,33"
"24/02/2021","18:00","320,66","45,85","37,84"
"24/02/2021","19:00","322,32","46,09","38,03"
"24/02/2021","20:00","317,19","45,35","37,43"
"24/02/2021","21:00","313,80","44,87","37,03"
"24/02/2021","22:00","311,05","44,47","36,70"
"24/02/2021","23:00","279,99","40,03","33,04"
"25/02/2021","00:00","308,99","43,98","36,17"
"25/02/2021","01:00","233,22","33,20","27,30"
"25/02/2021","02:00","232,04","33,03","27,17"
"25/02/2021","03:00","232,04","33,03","27,17"
"25/02/2021","04:00","219,00","31,17","25,64"
"25/02/2021","05:00","232,05","33,03","27,17"
"25/02/2021","06:00","249,00","35,44","29,15"
"25/02/2021","07:00","245,03","34,88","28,69"
"25/02/2021","08:00","314,53","44,77","36,82"
"25/02/2021","09:00","313,31","44,60","36,68"
"25/02/2021","10:00","311,97","44,41","36,52"
"25/02/2021","11:00","310,97","44,26","36,41"
"25/02/2021","12:00","254,12","36,17","29,75"
"25/02/2021","13:00","254,12","36,17","29,75"
"25/02/2021","14:00","274,07","39,01","32,09"
"25/02/2021","15:00","259,99","37,01","30,44"
"25/02/2021","16:00","259,99","37,01","30,44"
"25/02/2021","17:00","313,59","44,64","36,71"
"25/02/2021","18:00","316,45","45,04","37,05"
"25/02/2021","19:00","319,61","45,49","37,42"
"25/02/2021","20:00","317,49","45,19","37,17"
"25/02/2021","21:00","315,62","44,93","36,95"
"25/02/2021","22:00","314,60","44,78","36,83"
"25/02/2021","23:00","311,85","44,39","36,51"
"26/02/2021","00:00","309,00","43,30","35,61"
"26/02/2021","01:00","314,09","44,02","36,20"
"26/02/2021","02:00","311,45","43,65","35,89"
"26/02/2021","03:00","275,01","38,54","31,69"
"26/02/2021","04:00","305,99","42,88","35,26"
"26/02/2021","05:00","310,55","43,52","35,79"
"26/02/2021","06:00","313,38","43,92","36,11"
"26/02/2021","07:00","314,40","44,06","36,23"
"26/02/2021","08:00","320,74","44,95","36,96"
"26/02/2021","09:00","319,34","44,75","36,80"
"26/02/2021","10:00","316,40","44,34","36,46"
"26/02/2021","11:00","316,95","44,42","36,53"
"26/02/2021","12:00","279,91","39,23","32,26"
"26/02/2021","13:00","254,12","35,61","29,29"
"26/02/2021","14:00","311,31","43,63","35,88"
"26/02/2021","15:00","312,10","43,74","35,97"
"26/02/2021","16:00","313,57","43,94","36,14"
"26/02/2021","17:00","320,04","44,85","36,88"
"26/02/2021","18:00","324,10","45,42","37,35"
"26/02/2021","19:00","325,73","45,65","37,54"
"26/02/2021","20:00","322,46","45,19","37,16"
"26/02/2021","21:00","320,16","44,87","36,90"
"26/02/2021","22:00","317,69","44,52","36,61"
"26/02/2021","23:00","314,78","44,11","36,28"
"27/02/2021","00:00","313,85","43,64","35,74"
"27/02/2021","01:00","316,72","44,04","36,07"
"27/02/2021","02:00","314,03","43,66","35,76"
"27/02/2021","03:00","311,73","43,34","35,50"
"27/02/2021","04:00","311,58","43,32","35,48"
"27/02/2021","05:00","311,96","43,37","35,53"
"27/02/2021","06:00","313,17","43,54","35,66"
"27/02/2021","07:00","313,14","43,54","35,66"
"27/02/2021","08:00","314,99","43,79","35,87"
"27/02/2021","09:00","259,98","36,15","29,61"
"27/02/2021","10:00","259,98","36,15","29,61"
"27/02/2021","11:00","259,99","36,15","29,61"
"27/02/2021","12:00","259,98","36,15","29,61"
"27/02/2021","13:00","254,12","35,33","28,94"
"27/02/2021","14:00","249,99","34,76","28,47"
"27/02/2021","15:00","254,12","35,33","28,94"
"27/02/2021","16:00","259,99","36,15","29,61"
"27/02/2021","17:00","314,95","43,79","35,87"
"27/02/2021","18:00","324,13","45,07","36,91"
"27/02/2021","19:00","329,32","45,79","37,50"
"27/02/2021","20:00","327,97","45,60","37,35"
"27/02/2021","21:00","323,90","45,03","36,89"
"27/02/2021","22:00","320,00","44,49","36,44"
"27/02/2021","23:00","314,62","43,74","35,83"
"28/02/2021","00:00","317,40","43,06","35,50"
"28/02/2021","01:00","315,03","42,74","35,23"
"28/02/2021","02:00","316,12","42,89","35,35"
"28/02/2021","03:00","313,31","42,51","35,04"
"28/02/2021","04:00","243,44","33,03","27,22"
"28/02/2021","05:00","310,70","42,15","34,75"
"28/02/2021","06:00","310,46","42,12","34,72"
"28/02/2021","07:00","243,43","33,03","27,22"
"28/02/2021","08:00","243,43","33,03","27,22"
"28/02/2021","09:00","50,01","6,78","5,59"
"28/02/2021","10:00","148,26","20,11","16,58"
"28/02/2021","11:00","219,00","29,71","24,49"
"28/02/2021","12:00","205,01","27,81","22,93"
"28/02/2021","13:00","230,47","31,27","25,77"
"28/02/2021","14:00","230,86","31,32","25,82"
"28/02/2021","15:00","230,47","31,27","25,77"
"28/02/2021","16:00","229,29","31,11","25,64"
"28/02/2021","17:00","311,69","42,29","34,86"
"28/02/2021","18:00","315,06","42,74","35,23"
"28/02/2021","19:00","322,58","43,76","36,07"
"28/02/2021","20:00","322,16","43,71","36,03"
"28/02/2021","21:00","319,27","43,32","35,70"
"28/02/2021","22:00","316,86","42,99","35,44"
"28/02/2021","23:00","313,31","42,51","35,04"
"01/03/2021","00:00","308,99","41,92","34,55"
"01/03/2021","01:00","242,12","32,85","27,08"
"01/03/2021","02:00","230,10","31,22","25,73"
"01/03/2021","03:00","229,95","31,20","25,72"
"01/03/2021","04:00","229,99","31,20","25,72"
"01/03/2021","05:00","242,12","32,85","27,08"
"01/03/2021","06:00","311,08","42,20","34,79"
"01/03/2021","07:00","311,49","42,26","34,83"
"01/03/2021","08:00","322,14","43,70","36,03"
"01/03/2021","09:00","326,27","44,27","36,49"
"01/03/2021","10:00","326,67","44,32","36,53"
"01/03/2021","11:00","327,40","44,42","36,61"
"01/03/2021","12:00","321,05","43,56","35,90"
"01/03/2021","13:00","321,17","43,57","35,92"
"01/03/2021","14:00","322,32","43,73","36,05"
"01/03/2021","15:00","320,05","43,42","35,79"
"01/03/2021","16:00","318,72","43,24","35,64"
"01/03/2021","17:00","322,51","43,76","36,07"
"01/03/2021","18:00","324,81","44,07","36,32"
"01/03/2021","19:00","324,33","44,00","36,27"
"01/03/2021","20:00","319,38","43,33","35,72"
"01/03/2021","21:00","317,83","43,12","35,54"
"01/03/2021","22:00","313,54","42,54","35,06"
"01/03/2021","23:00","291,18","39,50","32,56"
"02/03/2021","00:00","308,99","41,92","34,55"
"02/03/2021","01:00","310,83","42,17","34,76"
"02/03/2021","02:00","264,99","35,95","29,63"
"02/03/2021","03:00","242,12","32,85","27,08"
"02/03/2021","04:00","229,99","31,20","25,72"
"02/03/2021","05:00","242,12","32,85","27,08"
"02/03/2021","06:00","265,00","35,95","29,64"
"02/03/2021","07:00","272,99","37,04","30,53"
"02/03/2021","08:00","318,71","43,24","35,64"
"02/03/2021","09:00","318,92","43,27","35,67"
"02/03/2021","10:00","317,33","43,05","35,49"
"02/03/2021","11:00","317,49","43,07","35,51"
"02/03/2021","12:00","313,19","42,49","35,02"
"02/03/2021","13:00","315,03","42,74","35,23"
"02/03/2021","14:00","317,40","43,06","35,50"
"02/03/2021","15:00","316,88","42,99","35,44"
"02/03/2021","16:00","317,40","43,06","35,50"
"02/03/2021","17:00","319,99","43,41","35,79"
"02/03/2021","18:00","320,71","43,51","35,87"
"02/03/2021","19:00","322,93","43,81","36,11"
"02/03/2021","20:00","317,48","43,07","35,50"
"02/03/2021","21:00","314,90","42,72","35,22"
"02/03/2021","22:00","314,87","42,72","35,21"
"02/03/2021","23:00","311,27","42,23","34,81"
"03/03/2021","00:00","308,99","42,31","35,09"
"03/03/2021","01:00","275,00","37,66","31,23"
"03/03/2021","02:00","269,10","36,85","30,56"
"03/03/2021","03:00","264,10","36,16","29,99"
"03/03/2021","04:00","262,00","35,88","29,75"
"03/03/2021","05:00","264,10","36,16","29,99"
"03/03/2021","06:00","310,66","42,54","35,28"
"03/03/2021","07:00","311,25","42,62","35,35"
"03/03/2021","08:00","320,10","43,83","36,35"
"03/03/2021","09:00","320,71","43,92","36,42"
"03/03/2021","10:00","319,70","43,78","36,31"
"03/03/2021","11:00","318,11","43,56","36,12"
"03/03/2021","12:00","305,00","41,76","34,64"
"03/03/2021","13:00","296,62","40,62","33,68"
"03/03/2021","14:00","310,91","42,57","35,31"
"03/03/2021","15:00","310,55","42,52","35,27"
"03/03/2021","16:00","312,12","42,74","35,44"
"03/03/2021","17:00","316,48","43,34","35,94"
"03/03/2021","18:00","320,00","43,82","36,34"
"03/03/2021","19:00","322,23","44,12","36,59"
"03/03/2021","20:00","318,44","43,60","36,16"
"03/03/2021","21:00","315,05","43,14","35,78"
"03/03/2021","22:00","313,87","42,98","35,64"
"03/03/2021","23:00","310,08","42,46","35,21"
"04/03/2021","00:00","309,00","42,26","35,17"
"04/03/2021","01:00","312,69","42,77","35,59"
"04/03/2021","02:00","311,47","42,60","35,45"
"04/03/2021","03:00","310,30","42,44","35,32"
"04/03/2021","04:00","299,98","41,03","34,14"
"04/03/2021","05:00","310,93","42,52","35,39"
"04/03/2021","06:00","314,03","42,95","35,74"
"04/03/2021","07:00","316,94","43,35","36,08"
"04/03/2021","08:00","325,62","44,53","37,06"
"04/03/2021","09:00","328,08","44,87","37,34"
"04/03/2021","10:00","327,64","44,81","37,29"
"04/03/2021","11:00","329,22","45,03","37,47"
"04/03/2021","12:00","322,64","44,13","36,72"
"04/03/2021","13:00","324,13","44,33","36,89"
"04/03/2021","14:00","325,58","44,53","37,06"
"04/03/2021","15:00","325,49","44,52","37,05"
"04/03/2021","16:00","328,66","44,95","37,41"
"04/03/2021","17:00","334,29","45,72","38,05"
"04/03/2021","18:00","336,09","45,97","38,26"
"04/03/2021","19:00","338,23","46,26","38,50"
"04/03/2021","20:00","333,22","45,57","37,93"
"04/03/2021","21:00","327,86","44,84","37,32"
"04/03/2021","22:00","323,15","44,20","36,78"
"04/03/2021","23:00","319,67","43,72","36,39"
"05/03/2021","00:00","316,72","43,16","35,72"
"05/03/2021","01:00","317,74","43,29","35,83"
"05/03/2021","02:00","314,72","42,88","35,49"
"05/03/2021","03:00","313,51","42,72","35,35"
"05/03/2021","04:00","314,01","42,79","35,41"
"05/03/2021","05:00","314,72","42,88","35,49"
"05/03/2021","06:00","316,70","43,15","35,71"
"05/03/2021","07:00","318,04","43,34","35,86"
"05/03/2021","08:00","323,54","44,08","36,48"
"05/03/2021","09:00","323,44","44,07","36,47"
"05/03/2021","10:00","322,28","43,91","36,34"
"05/03/2021","11:00","321,23","43,77","36,22"
"05/03/2021","12:00","312,61","42,60","35,25"
"05/03/2021","13:00","266,10","36,26","30,01"
"05/03/2021","14:00","311,77","42,48","35,16"
"05/03/2021","15:00","311,41","42,43","35,12"
"05/03/2021","16:00","312,46","42,57","35,23"
"05/03/2021","17:00","318,15","43,35","35,88"
"05/03/2021","18:00","320,46","43,66","36,14"
"05/03/2021","19:00","323,44","44,07","36,47"
"05/03/2021","20:00","320,03","43,61","36,09"
"05/03/2021","21:00","316,74","43,16","35,72"
"05/03/2021","22:00","313,32","42,69","35,33"
"05/03/2021","23:00","290,01","39,52","32,70"
"06/03/2021","00:00","309,00","41,46","34,42"
"06/03/2021","01:00","311,59","41,81","34,71"
"06/03/2021","02:00","262,00","35,16","29,19"
"06/03/2021","03:00","250,01","33,55","27,85"
"06/03/2021","04:00","235,22","31,56","26,20"
"06/03/2021","05:00","250,99","33,68","27,96"
"06/03/2021","06:00","310,55","41,67","34,59"
"06/03/2021","07:00","254,11","34,10","28,31"
"06/03/2021","08:00","313,01","42,00","34,87"
"06/03/2021","09:00","312,65","41,95","34,83"
"06/03/2021","10:00","313,50","42,07","34,92"
"06/03/2021","11:00","314,61","42,22","35,05"
"06/03/2021","12:00","311,17","41,75","34,66"
"06/03/2021","13:00","312,41","41,92","34,80"
"06/03/2021","14:00","313,65","42,09","34,94"
"06/03/2021","15:00","312,60","41,95","34,82"
"06/03/2021","16:00","312,44","41,92","34,81"
"06/03/2021","17:00","316,68","42,49","35,28"
"06/03/2021","18:00","320,26","42,97","35,68"
"06/03/2021","19:00","324,50","43,54","36,15"
"06/03/2021","20:00","323,72","43,44","36,06"
"06/03/2021","21:00","320,00","42,94","35,65"
"06/03/2021","22:00","317,32","42,58","35,35"
"06/03/2021","23:00","312,50","41,93","34,81"
"07/03/2021","00:00","309,00","41,15","34,47"
"07/03/2021","01:00","313,37","41,73","34,96"
"07/03/2021","02:00","310,41","41,34","34,63"
"07/03/2021","03:00","242,13","32,24","27,01"
"07/03/2021","04:00","261,99","34,89","29,23"
"07/03/2021","05:00","254,13","33,84","28,35"
"07/03/2021","06:00","310,01","41,28","34,58"
"07/03/2021","07:00","300,00","39,95","33,47"
"07/03/2021","08:00","310,02","41,28","34,58"
"07/03/2021","09:00","229,52","30,56","25,60"
"07/03/2021","10:00","238,13","31,71","26,56"
"07/03/2021","11:00","242,13","32,24","27,01"
"07/03/2021","12:00","289,13","38,50","32,25"
"07/03/2021","13:00","247,00","32,89","27,55"
"07/03/2021","14:00","310,78","41,38","34,67"
"07/03/2021","15:00","270,00","35,95","30,12"
"07/03/2021","16:00","311,06","41,42","34,70"
"07/03/2021","17:00","316,93","42,20","35,35"
"07/03/2021","18:00","323,16","43,03","36,05"
"07/03/2021","19:00","330,08","43,95","36,82"
"07/03/2021","20:00","329,87","43,93","36,80"
"07/03/2021","21:00","327,21","43,57","36,50"
"07/03/2021","22:00","325,49","43,34","36,31"
"07/03/2021","23:00","322,29","42,92","35,95"
"08/03/2021","00:00","312,09","41,56","34,81"
"08/03/2021","01:00","314,66","41,90","35,10"
"08/03/2021","02:00","311,21","41,44","34,72"
"08/03/2021","03:00","309,13","41,16","34,48"
"08/03/2021","04:00","300,24","39,98","33,49"
"08/03/2021","05:00","310,97","41,41","34,69"
"08/03/2021","06:00","314,32","41,86","35,06"
"08/03/2021","07:00","317,74","42,31","35,45"
"08/03/2021","08:00","330,44","44,00","36,86"
"08/03/2021","09:00","336,41","44,80","37,53"
"08/03/2021","10:00","334,96","44,60","37,37"
"08/03/2021","11:00","334,70","44,57","37,34"
"08/03/2021","12:00","326,15","43,43","36,38"
